chunk_id,source,district,market_segment,property_type,year,n_transactions,median_psf,text
ura_d16_apartment_2022,ura_transaction,16,OCR,Apartment,2022,208,1989.0,"URA Private Residential — District 16 | Apartment | OCR | 2022
Transactions: 208
Median transacted price: SGD 1,567,000
Median price per sqft (PSF): SGD 1,989
Median area: 893 sqft
Resale share: 41%
"
ura_d16_apartment_2023,ura_transaction,16,OCR,Apartment,2023,252,2067.5,"URA Private Residential — District 16 | Apartment | OCR | 2023
Transactions: 252
Median transacted price: SGD 1,611,000
Median price per sqft (PSF): SGD 2,068
Median area: 797 sqft
Resale share: 21%
"
ura_d16_apartment_2024,ura_transaction,16,OCR,Apartment,2024,121,1930.0,"URA Private Residential — District 16 | Apartment | OCR | 2024
Transactions: 121
Median transacted price: SGD 2,200,000
Median price per sqft (PSF): SGD 1,930
Median area: 1119 sqft
Resale share: 45%
"
ura_d16_apartment_2025,ura_transaction,16,OCR,Apartment,2025,129,1918.0,"URA Private Residential — District 16 | Apartment | OCR | 2025
Transactions: 129
Median transacted price: SGD 2,158,000
Median price per sqft (PSF): SGD 1,918
Median area: 1163 sqft
Resale share: 55%
"
ura_d16_apartment_2026,ura_transaction,16,OCR,Apartment,2026,73,2387.0,"URA Private Residential — District 16 | Apartment | OCR | 2026
Transactions: 73
Median transacted price: SGD 1,880,000
Median price per sqft (PSF): SGD 2,387
Median area: 947 sqft
Resale share: 27%
"
ura_d16_condominium_2021,ura_transaction,16,OCR,Condominium,2021,561,1173.0,"URA Private Residential — District 16 | Condominium | OCR | 2021
Transactions: 561
Median transacted price: SGD 1,170,000
Median price per sqft (PSF): SGD 1,173
Median area: 1087 sqft
Resale share: 96%
"
ura_d16_condominium_2022,ura_transaction,16,OCR,Condominium,2022,644,1294.0,"URA Private Residential — District 16 | Condominium | OCR | 2022
Transactions: 644
Median transacted price: SGD 1,286,500
Median price per sqft (PSF): SGD 1,294
Median area: 1033 sqft
Resale share: 100%
"
ura_d16_condominium_2023,ura_transaction,16,OCR,Condominium,2023,509,1398.0,"URA Private Residential — District 16 | Condominium | OCR | 2023
Transactions: 509
Median transacted price: SGD 1,410,000
Median price per sqft (PSF): SGD 1,398
Median area: 1066 sqft
Resale share: 100%
"
ura_d16_condominium_2024,ura_transaction,16,OCR,Condominium,2024,577,1488.0,"URA Private Residential — District 16 | Condominium | OCR | 2024
Transactions: 577
Median transacted price: SGD 1,460,000
Median price per sqft (PSF): SGD 1,488
Median area: 1044 sqft
Resale share: 100%
"
ura_d16_condominium_2025,ura_transaction,16,OCR,Condominium,2025,546,1521.5,"URA Private Residential — District 16 | Condominium | OCR | 2025
Transactions: 546
Median transacted price: SGD 1,589,000
Median price per sqft (PSF): SGD 1,522
Median area: 1108 sqft
Resale share: 100%
"
ura_d16_condominium_2026,ura_transaction,16,OCR,Condominium,2026,150,1523.0,"URA Private Residential — District 16 | Condominium | OCR | 2026
Transactions: 150
Median transacted price: SGD 1,550,000
Median price per sqft (PSF): SGD 1,523
Median area: 990 sqft
Resale share: 100%
"
ura_d17_apartment_2021,ura_transaction,17,OCR,Apartment,2021,126,1568.5,"URA Private Residential — District 17 | Apartment | OCR | 2021
Transactions: 126
Median transacted price: SGD 1,223,000
Median price per sqft (PSF): SGD 1,568
Median area: 770 sqft
Resale share: 9%
"
ura_d17_apartment_2022,ura_transaction,17,OCR,Apartment,2022,59,1600.0,"URA Private Residential — District 17 | Apartment | OCR | 2022
Transactions: 59
Median transacted price: SGD 1,599,000
Median price per sqft (PSF): SGD 1,600
Median area: 990 sqft
Resale share: 32%
"
ura_d17_apartment_2023,ura_transaction,17,OCR,Apartment,2023,23,1553.0,"URA Private Residential — District 17 | Apartment | OCR | 2023
Transactions: 23
Median transacted price: SGD 1,300,000
Median price per sqft (PSF): SGD 1,553
Median area: 958 sqft
Resale share: 57%
"
ura_d17_apartment_2024,ura_transaction,17,OCR,Apartment,2024,34,1697.5,"URA Private Residential — District 17 | Apartment | OCR | 2024
Transactions: 34
Median transacted price: SGD 1,384,000
Median price per sqft (PSF): SGD 1,698
Median area: 974 sqft
Resale share: 71%
"
ura_d17_apartment_2025,ura_transaction,17,OCR,Apartment,2025,34,1679.0,"URA Private Residential — District 17 | Apartment | OCR | 2025
Transactions: 34
Median transacted price: SGD 1,306,944
Median price per sqft (PSF): SGD 1,679
Median area: 780 sqft
Resale share: 88%
"
ura_d17_apartment_2026,ura_transaction,17,OCR,Apartment,2026,3,1304.0,"URA Private Residential — District 17 | Apartment | OCR | 2026
Transactions: 3
Median transacted price: SGD 1,398,000
Median price per sqft (PSF): SGD 1,304
Median area: 1109 sqft
Resale share: 100%
"
ura_d17_condominium_2021,ura_transaction,17,OCR,Condominium,2021,512,1005.0,"URA Private Residential — District 17 | Condominium | OCR | 2021
Transactions: 512
Median transacted price: SGD 998,000
Median price per sqft (PSF): SGD 1,005
Median area: 904 sqft
Resale share: 68%
"
ura_d17_condominium_2022,ura_transaction,17,OCR,Condominium,2022,339,1057.0,"URA Private Residential — District 17 | Condominium | OCR | 2022
Transactions: 339
Median transacted price: SGD 1,038,888
Median price per sqft (PSF): SGD 1,057
Median area: 1001 sqft
Resale share: 93%
"
ura_d17_condominium_2023,ura_transaction,17,OCR,Condominium,2023,231,1160.0,"URA Private Residential — District 17 | Condominium | OCR | 2023
Transactions: 231
Median transacted price: SGD 1,180,000
Median price per sqft (PSF): SGD 1,160
Median area: 1012 sqft
Resale share: 98%
"
ura_d17_condominium_2024,ura_transaction,17,OCR,Condominium,2024,450,1303.5,"URA Private Residential — District 17 | Condominium | OCR | 2024
Transactions: 450
Median transacted price: SGD 1,270,000
Median price per sqft (PSF): SGD 1,304
Median area: 812 sqft
Resale share: 61%
"
ura_d17_condominium_2025,ura_transaction,17,OCR,Condominium,2025,314,1261.0,"URA Private Residential — District 17 | Condominium | OCR | 2025
Transactions: 314
Median transacted price: SGD 1,280,000
Median price per sqft (PSF): SGD 1,261
Median area: 996 sqft
Resale share: 89%
"
ura_d17_condominium_2026,ura_transaction,17,OCR,Condominium,2026,72,1254.0,"URA Private Residential — District 17 | Condominium | OCR | 2026
Transactions: 72
Median transacted price: SGD 1,320,944
Median price per sqft (PSF): SGD 1,254
Median area: 969 sqft
Resale share: 92%
"
ura_d17_executive_condominium_2026,ura_transaction,17,OCR,Executive Condominium,2026,604,1792.0,"URA Private Residential — District 17 | Executive Condominium | OCR | 2026
Transactions: 604
Median transacted price: SGD 1,804,000
Median price per sqft (PSF): SGD 1,792
Median area: 1012 sqft
Resale share: 0%
"
ura_d18_apartment_2021,ura_transaction,18,OCR,Apartment,2021,429,1627.0,"URA Private Residential — District 18 | Apartment | OCR | 2021
Transactions: 429
Median transacted price: SGD 1,266,000
Median price per sqft (PSF): SGD 1,627
Median area: 775 sqft
Resale share: 0%
"
ura_d18_apartment_2022,ura_transaction,18,OCR,Apartment,2022,34,1820.0,"URA Private Residential — District 18 | Apartment | OCR | 2022
Transactions: 34
Median transacted price: SGD 1,988,500
Median price per sqft (PSF): SGD 1,820
Median area: 1066 sqft
Resale share: 0%
"
ura_d18_apartment_2023,ura_transaction,18,OCR,Apartment,2023,20,1767.0,"URA Private Residential — District 18 | Apartment | OCR | 2023
Transactions: 20
Median transacted price: SGD 2,295,430
Median price per sqft (PSF): SGD 1,767
Median area: 1302 sqft
Resale share: 0%
"
ura_d18_apartment_2024,ura_transaction,18,OCR,Apartment,2024,7,1796.0,"URA Private Residential — District 18 | Apartment | OCR | 2024
Transactions: 7
Median transacted price: SGD 2,269,000
Median price per sqft (PSF): SGD 1,796
Median area: 1302 sqft
Resale share: 0%
"
ura_d18_apartment_2025,ura_transaction,18,OCR,Apartment,2025,198,2248.0,"URA Private Residential — District 18 | Apartment | OCR | 2025
Transactions: 198
Median transacted price: SGD 2,145,000
Median price per sqft (PSF): SGD 2,248
Median area: 947 sqft
Resale share: 0%
"
ura_d18_apartment_2026,ura_transaction,18,OCR,Apartment,2026,18,2231.0,"URA Private Residential — District 18 | Apartment | OCR | 2026
Transactions: 18
Median transacted price: SGD 2,643,000
Median price per sqft (PSF): SGD 2,231
Median area: 1163 sqft
Resale share: 0%
"
ura_d18_condominium_2021,ura_transaction,18,OCR,Condominium,2021,1194,1168.0,"URA Private Residential — District 18 | Condominium | OCR | 2021
Transactions: 1194
Median transacted price: SGD 1,186,500
Median price per sqft (PSF): SGD 1,168
Median area: 1066 sqft
Resale share: 65%
"
ura_d18_condominium_2022,ura_transaction,18,OCR,Condominium,2022,907,1188.0,"URA Private Residential — District 18 | Condominium | OCR | 2022
Transactions: 907
Median transacted price: SGD 1,130,000
Median price per sqft (PSF): SGD 1,188
Median area: 990 sqft
Resale share: 94%
"
ura_d18_condominium_2023,ura_transaction,18,OCR,Condominium,2023,824,1361.0,"URA Private Residential — District 18 | Condominium | OCR | 2023
Transactions: 824
Median transacted price: SGD 1,209,444
Median price per sqft (PSF): SGD 1,361
Median area: 936 sqft
Resale share: 76%
"
ura_d18_condominium_2024,ura_transaction,18,OCR,Condominium,2024,1007,1461.0,"URA Private Residential — District 18 | Condominium | OCR | 2024
Transactions: 1007
Median transacted price: SGD 1,319,888
Median price per sqft (PSF): SGD 1,461
Median area: 947 sqft
Resale share: 95%
"
ura_d18_condominium_2025,ura_transaction,18,OCR,Condominium,2025,924,1489.0,"URA Private Residential — District 18 | Condominium | OCR | 2025
Transactions: 924
Median transacted price: SGD 1,360,000
Median price per sqft (PSF): SGD 1,489
Median area: 958 sqft
Resale share: 100%
"
ura_d18_condominium_2026,ura_transaction,18,OCR,Condominium,2026,210,1496.0,"URA Private Residential — District 18 | Condominium | OCR | 2026
Transactions: 210
Median transacted price: SGD 1,405,000
Median price per sqft (PSF): SGD 1,496
Median area: 1028 sqft
Resale share: 100%
"
ura_d18_executive_condominium_2021,ura_transaction,18,OCR,Executive Condominium,2021,502,1088.0,"URA Private Residential — District 18 | Executive Condominium | OCR | 2021
Transactions: 502
Median transacted price: SGD 1,133,000
Median price per sqft (PSF): SGD 1,088
Median area: 1141 sqft
Resale share: 64%
"
ura_d18_executive_condominium_2022,ura_transaction,18,OCR,Executive Condominium,2022,715,1327.0,"URA Private Residential — District 18 | Executive Condominium | OCR | 2022
Transactions: 715
Median transacted price: SGD 1,350,000
Median price per sqft (PSF): SGD 1,327
Median area: 1098 sqft
Resale share: 42%
"
ura_d18_executive_condominium_2023,ura_transaction,18,OCR,Executive Condominium,2023,393,1362.0,"URA Private Residential — District 18 | Executive Condominium | OCR | 2023
Transactions: 393
Median transacted price: SGD 1,357,000
Median price per sqft (PSF): SGD 1,362
Median area: 1109 sqft
Resale share: 51%
"
ura_d18_executive_condominium_2024,ura_transaction,18,OCR,Executive Condominium,2024,279,1301.0,"URA Private Residential — District 18 | Executive Condominium | OCR | 2024
Transactions: 279
Median transacted price: SGD 1,441,700
Median price per sqft (PSF): SGD 1,301
Median area: 1141 sqft
Resale share: 92%
"
ura_d18_executive_condominium_2025,ura_transaction,18,OCR,Executive Condominium,2025,1016,1752.5,"URA Private Residential — District 18 | Executive Condominium | OCR | 2025
Transactions: 1016
Median transacted price: SGD 1,590,000
Median price per sqft (PSF): SGD 1,752
Median area: 947 sqft
Resale share: 25%
"
ura_d18_executive_condominium_2026,ura_transaction,18,OCR,Executive Condominium,2026,625,1928.0,"URA Private Residential — District 18 | Executive Condominium | OCR | 2026
Transactions: 625
Median transacted price: SGD 1,938,000
Median price per sqft (PSF): SGD 1,928
Median area: 1044 sqft
Resale share: 14%
"
ura_d19_apartment_2021,ura_transaction,19,OCR,Apartment,2021,1175,1542.0,"URA Private Residential — District 19 | Apartment | OCR | 2021
Transactions: 1175
Median transacted price: SGD 1,308,000
Median price per sqft (PSF): SGD 1,542
Median area: 936 sqft
Resale share: 41%
"
ura_d19_apartment_2022,ura_transaction,19,OCR,Apartment,2022,1002,1516.5,"URA Private Residential — District 19 | Apartment | OCR | 2022
Transactions: 1002
Median transacted price: SGD 1,180,000
Median price per sqft (PSF): SGD 1,516
Median area: 807 sqft
Resale share: 58%
"
ura_d19_apartment_2023,ura_transaction,19,OCR,Apartment,2023,898,1641.0,"URA Private Residential — District 19 | Apartment | OCR | 2023
Transactions: 898
Median transacted price: SGD 1,165,750
Median price per sqft (PSF): SGD 1,641
Median area: 721 sqft
Resale share: 54%
"
ura_d19_apartment_2024,ura_transaction,19,OCR,Apartment,2024,943,1710.0,"URA Private Residential — District 19 | Apartment | OCR | 2024
Transactions: 943
Median transacted price: SGD 1,260,000
Median price per sqft (PSF): SGD 1,710
Median area: 753 sqft
Resale share: 53%
"
ura_d19_apartment_2025,ura_transaction,19,OCR,Apartment,2025,830,1740.0,"URA Private Residential — District 19 | Apartment | OCR | 2025
Transactions: 830
Median transacted price: SGD 1,300,000
Median price per sqft (PSF): SGD 1,740
Median area: 797 sqft
Resale share: 83%
"
ura_d19_apartment_2026,ura_transaction,19,OCR,Apartment,2026,208,1736.0,"URA Private Residential — District 19 | Apartment | OCR | 2026
Transactions: 208
Median transacted price: SGD 1,310,000
Median price per sqft (PSF): SGD 1,736
Median area: 797 sqft
Resale share: 92%
"
ura_d19_apartment_2021,ura_transaction,19,RCR,Apartment,2021,29,1922.0,"URA Private Residential — District 19 | Apartment | RCR | 2021
Transactions: 29
Median transacted price: SGD 1,389,000
Median price per sqft (PSF): SGD 1,922
Median area: 732 sqft
Resale share: 0%
"
ura_d19_apartment_2022,ura_transaction,19,RCR,Apartment,2022,47,1937.0,"URA Private Residential — District 19 | Apartment | RCR | 2022
Transactions: 47
Median transacted price: SGD 1,519,000
Median price per sqft (PSF): SGD 1,937
Median area: 732 sqft
Resale share: 0%
"
ura_d19_apartment_2023,ura_transaction,19,RCR,Apartment,2023,21,1907.0,"URA Private Residential — District 19 | Apartment | RCR | 2023
Transactions: 21
Median transacted price: SGD 2,136,000
Median price per sqft (PSF): SGD 1,907
Median area: 1066 sqft
Resale share: 0%
"
ura_d19_apartment_2024,ura_transaction,19,RCR,Apartment,2024,18,2037.5,"URA Private Residential — District 19 | Apartment | RCR | 2024
Transactions: 18
Median transacted price: SGD 2,114,500
Median price per sqft (PSF): SGD 2,038
Median area: 1044 sqft
Resale share: 0%
"
ura_d19_apartment_2025,ura_transaction,19,RCR,Apartment,2025,5,2038.0,"URA Private Residential — District 19 | Apartment | RCR | 2025
Transactions: 5
Median transacted price: SGD 2,163,000
Median price per sqft (PSF): SGD 2,038
Median area: 1066 sqft
Resale share: 0%
"
ura_d19_condominium_2021,ura_transaction,19,OCR,Condominium,2021,879,1195.0,"URA Private Residential — District 19 | Condominium | OCR | 2021
Transactions: 879
Median transacted price: SGD 1,208,000
Median price per sqft (PSF): SGD 1,195
Median area: 1001 sqft
Resale share: 92%
"
ura_d19_condominium_2022,ura_transaction,19,OCR,Condominium,2022,925,1327.0,"URA Private Residential — District 19 | Condominium | OCR | 2022
Transactions: 925
Median transacted price: SGD 1,320,000
Median price per sqft (PSF): SGD 1,327
Median area: 990 sqft
Resale share: 89%
"
ura_d19_condominium_2023,ura_transaction,19,OCR,Condominium,2023,663,1419.0,"URA Private Residential — District 19 | Condominium | OCR | 2023
Transactions: 663
Median transacted price: SGD 1,472,888
Median price per sqft (PSF): SGD 1,419
Median area: 1066 sqft
Resale share: 95%
"
ura_d19_condominium_2024,ura_transaction,19,OCR,Condominium,2024,807,1508.0,"URA Private Residential — District 19 | Condominium | OCR | 2024
Transactions: 807
Median transacted price: SGD 1,485,000
Median price per sqft (PSF): SGD 1,508
Median area: 1012 sqft
Resale share: 100%
"
ura_d19_condominium_2025,ura_transaction,19,OCR,Condominium,2025,727,1585.0,"URA Private Residential — District 19 | Condominium | OCR | 2025
Transactions: 727
Median transacted price: SGD 1,568,000
Median price per sqft (PSF): SGD 1,585
Median area: 1033 sqft
Resale share: 100%
"
ura_d19_condominium_2026,ura_transaction,19,OCR,Condominium,2026,175,1652.0,"URA Private Residential — District 19 | Condominium | OCR | 2026
Transactions: 175
Median transacted price: SGD 1,688,000
Median price per sqft (PSF): SGD 1,652
Median area: 1055 sqft
Resale share: 100%
"
ura_d19_condominium_2021,ura_transaction,19,RCR,Condominium,2021,3,1300.0,"URA Private Residential — District 19 | Condominium | RCR | 2021
Transactions: 3
Median transacted price: SGD 1,653,000
Median price per sqft (PSF): SGD 1,300
Median area: 1238 sqft
Resale share: 100%
"
ura_d19_condominium_2022,ura_transaction,19,RCR,Condominium,2022,4,1453.5,"URA Private Residential — District 19 | Condominium | RCR | 2022
Transactions: 4
Median transacted price: SGD 2,555,000
Median price per sqft (PSF): SGD 1,454
Median area: 1803 sqft
Resale share: 100%
"
ura_d19_condominium_2023,ura_transaction,19,RCR,Condominium,2023,5,1588.0,"URA Private Residential — District 19 | Condominium | RCR | 2023
Transactions: 5
Median transacted price: SGD 1,860,000
Median price per sqft (PSF): SGD 1,588
Median area: 1227 sqft
Resale share: 100%
"
ura_d19_condominium_2024,ura_transaction,19,RCR,Condominium,2024,5,1783.0,"URA Private Residential — District 19 | Condominium | RCR | 2024
Transactions: 5
Median transacted price: SGD 2,380,000
Median price per sqft (PSF): SGD 1,783
Median area: 1335 sqft
Resale share: 100%
"
ura_d19_condominium_2025,ura_transaction,19,RCR,Condominium,2025,6,1760.0,"URA Private Residential — District 19 | Condominium | RCR | 2025
Transactions: 6
Median transacted price: SGD 2,150,000
Median price per sqft (PSF): SGD 1,760
Median area: 1281 sqft
Resale share: 100%
"
ura_d19_executive_condominium_2021,ura_transaction,19,OCR,Executive Condominium,2021,845,1078.0,"URA Private Residential — District 19 | Executive Condominium | OCR | 2021
Transactions: 845
Median transacted price: SGD 1,160,000
Median price per sqft (PSF): SGD 1,078
Median area: 1087 sqft
Resale share: 59%
"
ura_d19_executive_condominium_2022,ura_transaction,19,OCR,Executive Condominium,2022,838,1178.0,"URA Private Residential — District 19 | Executive Condominium | OCR | 2022
Transactions: 838
Median transacted price: SGD 1,298,944
Median price per sqft (PSF): SGD 1,178
Median area: 1098 sqft
Resale share: 96%
"
ura_d19_executive_condominium_2023,ura_transaction,19,OCR,Executive Condominium,2023,530,1292.5,"URA Private Residential — District 19 | Executive Condominium | OCR | 2023
Transactions: 530
Median transacted price: SGD 1,410,000
Median price per sqft (PSF): SGD 1,292
Median area: 1087 sqft
Resale share: 100%
"
ura_d19_executive_condominium_2024,ura_transaction,19,OCR,Executive Condominium,2024,614,1384.5,"URA Private Residential — District 19 | Executive Condominium | OCR | 2024
Transactions: 614
Median transacted price: SGD 1,526,500
Median price per sqft (PSF): SGD 1,384
Median area: 1076 sqft
Resale share: 100%
"
ura_d19_executive_condominium_2025,ura_transaction,19,OCR,Executive Condominium,2025,674,1525.0,"URA Private Residential — District 19 | Executive Condominium | OCR | 2025
Transactions: 674
Median transacted price: SGD 1,649,444
Median price per sqft (PSF): SGD 1,525
Median area: 1076 sqft
Resale share: 100%
"
ura_d19_executive_condominium_2026,ura_transaction,19,OCR,Executive Condominium,2026,151,1587.0,"URA Private Residential — District 19 | Executive Condominium | OCR | 2026
Transactions: 151
Median transacted price: SGD 1,705,000
Median price per sqft (PSF): SGD 1,587
Median area: 1076 sqft
Resale share: 100%
"
ura_d20_apartment_2021,ura_transaction,20,OCR,Apartment,2021,23,1797.0,"URA Private Residential — District 20 | Apartment | OCR | 2021
Transactions: 23
Median transacted price: SGD 1,598,000
Median price per sqft (PSF): SGD 1,797
Median area: 883 sqft
Resale share: 43%
"
ura_d20_apartment_2022,ura_transaction,20,OCR,Apartment,2022,388,2102.0,"URA Private Residential — District 20 | Apartment | OCR | 2022
Transactions: 388
Median transacted price: SGD 1,685,500
Median price per sqft (PSF): SGD 2,102
Median area: 743 sqft
Resale share: 5%
"
ura_d20_apartment_2023,ura_transaction,20,OCR,Apartment,2023,14,1920.5,"URA Private Residential — District 20 | Apartment | OCR | 2023
Transactions: 14
Median transacted price: SGD 1,509,400
Median price per sqft (PSF): SGD 1,920
Median area: 872 sqft
Resale share: 71%
"
ura_d20_apartment_2024,ura_transaction,20,OCR,Apartment,2024,11,1452.0,"URA Private Residential — District 20 | Apartment | OCR | 2024
Transactions: 11
Median transacted price: SGD 1,680,000
Median price per sqft (PSF): SGD 1,452
Median area: 958 sqft
Resale share: 82%
"
ura_d20_apartment_2025,ura_transaction,20,OCR,Apartment,2025,20,2426.0,"URA Private Residential — District 20 | Apartment | OCR | 2025
Transactions: 20
Median transacted price: SGD 1,861,944
Median price per sqft (PSF): SGD 2,426
Median area: 899 sqft
Resale share: 35%
"
ura_d20_apartment_2026,ura_transaction,20,OCR,Apartment,2026,8,2543.5,"URA Private Residential — District 20 | Apartment | OCR | 2026
Transactions: 8
Median transacted price: SGD 2,655,000
Median price per sqft (PSF): SGD 2,544
Median area: 1044 sqft
Resale share: 12%
"
ura_d20_apartment_2021,ura_transaction,20,RCR,Apartment,2021,63,1638.0,"URA Private Residential — District 20 | Apartment | RCR | 2021
Transactions: 63
Median transacted price: SGD 1,280,000
Median price per sqft (PSF): SGD 1,638
Median area: 764 sqft
Resale share: 100%
"
ura_d20_apartment_2022,ura_transaction,20,RCR,Apartment,2022,96,1702.5,"URA Private Residential — District 20 | Apartment | RCR | 2022
Transactions: 96
Median transacted price: SGD 1,484,444
Median price per sqft (PSF): SGD 1,702
Median area: 1044 sqft
Resale share: 100%
"
ura_d20_apartment_2023,ura_transaction,20,RCR,Apartment,2023,105,1530.0,"URA Private Residential — District 20 | Apartment | RCR | 2023
Transactions: 105
Median transacted price: SGD 1,580,000
Median price per sqft (PSF): SGD 1,530
Median area: 1066 sqft
Resale share: 100%
"
ura_d20_apartment_2024,ura_transaction,20,RCR,Apartment,2024,102,1585.5,"URA Private Residential — District 20 | Apartment | RCR | 2024
Transactions: 102
Median transacted price: SGD 1,656,500
Median price per sqft (PSF): SGD 1,586
Median area: 1474 sqft
Resale share: 100%
"
ura_d20_apartment_2025,ura_transaction,20,RCR,Apartment,2025,114,1883.5,"URA Private Residential — District 20 | Apartment | RCR | 2025
Transactions: 114
Median transacted price: SGD 1,676,000
Median price per sqft (PSF): SGD 1,884
Median area: 1055 sqft
Resale share: 84%
"
ura_d20_apartment_2026,ura_transaction,20,RCR,Apartment,2026,29,1082.0,"URA Private Residential — District 20 | Apartment | RCR | 2026
Transactions: 29
Median transacted price: SGD 1,700,000
Median price per sqft (PSF): SGD 1,082
Median area: 1615 sqft
Resale share: 97%
"
ura_d20_condominium_2021,ura_transaction,20,OCR,Condominium,2021,71,1493.0,"URA Private Residential — District 20 | Condominium | OCR | 2021
Transactions: 71
Median transacted price: SGD 1,485,000
Median price per sqft (PSF): SGD 1,493
Median area: 1023 sqft
Resale share: 100%
"
ura_d20_condominium_2022,ura_transaction,20,OCR,Condominium,2022,82,1693.0,"URA Private Residential — District 20 | Condominium | OCR | 2022
Transactions: 82
Median transacted price: SGD 1,600,000
Median price per sqft (PSF): SGD 1,693
Median area: 1044 sqft
Resale share: 100%
"
ura_d20_condominium_2023,ura_transaction,20,OCR,Condominium,2023,76,1839.5,"URA Private Residential — District 20 | Condominium | OCR | 2023
Transactions: 76
Median transacted price: SGD 1,754,000
Median price per sqft (PSF): SGD 1,840
Median area: 1012 sqft
Resale share: 100%
"
ura_d20_condominium_2024,ura_transaction,20,OCR,Condominium,2024,81,1904.0,"URA Private Residential — District 20 | Condominium | OCR | 2024
Transactions: 81
Median transacted price: SGD 1,725,000
Median price per sqft (PSF): SGD 1,904
Median area: 1012 sqft
Resale share: 100%
"
ura_d20_condominium_2025,ura_transaction,20,OCR,Condominium,2025,94,1897.5,"URA Private Residential — District 20 | Condominium | OCR | 2025
Transactions: 94
Median transacted price: SGD 2,080,000
Median price per sqft (PSF): SGD 1,898
Median area: 1163 sqft
Resale share: 100%
"
ura_d20_condominium_2026,ura_transaction,20,OCR,Condominium,2026,21,2019.0,"URA Private Residential — District 20 | Condominium | OCR | 2026
Transactions: 21
Median transacted price: SGD 1,998,888
Median price per sqft (PSF): SGD 2,019
Median area: 1119 sqft
Resale share: 100%
"
ura_d20_condominium_2021,ura_transaction,20,RCR,Condominium,2021,209,1553.0,"URA Private Residential — District 20 | Condominium | RCR | 2021
Transactions: 209
Median transacted price: SGD 1,630,000
Median price per sqft (PSF): SGD 1,553
Median area: 1195 sqft
Resale share: 77%
"
ura_d20_condominium_2022,ura_transaction,20,RCR,Condominium,2022,228,1618.5,"URA Private Residential — District 20 | Condominium | RCR | 2022
Transactions: 228
Median transacted price: SGD 1,712,000
Median price per sqft (PSF): SGD 1,618
Median area: 1158 sqft
Resale share: 83%
"
ura_d20_condominium_2023,ura_transaction,20,RCR,Condominium,2023,233,1770.0,"URA Private Residential — District 20 | Condominium | RCR | 2023
Transactions: 233
Median transacted price: SGD 1,750,000
Median price per sqft (PSF): SGD 1,770
Median area: 1023 sqft
Resale share: 80%
"
ura_d20_condominium_2024,ura_transaction,20,RCR,Condominium,2024,287,1821.0,"URA Private Residential — District 20 | Condominium | RCR | 2024
Transactions: 287
Median transacted price: SGD 1,850,000
Median price per sqft (PSF): SGD 1,821
Median area: 1141 sqft
Resale share: 100%
"
ura_d20_condominium_2025,ura_transaction,20,RCR,Condominium,2025,262,1991.5,"URA Private Residential — District 20 | Condominium | RCR | 2025
Transactions: 262
Median transacted price: SGD 1,965,000
Median price per sqft (PSF): SGD 1,992
Median area: 1055 sqft
Resale share: 100%
"
ura_d20_condominium_2026,ura_transaction,20,RCR,Condominium,2026,52,1977.5,"URA Private Residential — District 20 | Condominium | RCR | 2026
Transactions: 52
Median transacted price: SGD 2,225,000
Median price per sqft (PSF): SGD 1,978
Median area: 1146 sqft
Resale share: 100%
"
ura_d20_executive_condominium_2021,ura_transaction,20,OCR,Executive Condominium,2021,7,979.0,"URA Private Residential — District 20 | Executive Condominium | OCR | 2021
Transactions: 7
Median transacted price: SGD 1,360,000
Median price per sqft (PSF): SGD 979
Median area: 1389 sqft
Resale share: 100%
"
ura_d20_executive_condominium_2022,ura_transaction,20,OCR,Executive Condominium,2022,12,1105.0,"URA Private Residential — District 20 | Executive Condominium | OCR | 2022
Transactions: 12
Median transacted price: SGD 1,494,000
Median price per sqft (PSF): SGD 1,105
Median area: 1405 sqft
Resale share: 100%
"
ura_d20_executive_condominium_2023,ura_transaction,20,OCR,Executive Condominium,2023,7,1100.0,"URA Private Residential — District 20 | Executive Condominium | OCR | 2023
Transactions: 7
Median transacted price: SGD 1,750,000
Median price per sqft (PSF): SGD 1,100
Median area: 1421 sqft
Resale share: 100%
"
ura_d20_executive_condominium_2024,ura_transaction,20,OCR,Executive Condominium,2024,5,1240.0,"URA Private Residential — District 20 | Executive Condominium | OCR | 2024
Transactions: 5
Median transacted price: SGD 1,780,000
Median price per sqft (PSF): SGD 1,240
Median area: 1389 sqft
Resale share: 100%
"
ura_d20_executive_condominium_2025,ura_transaction,20,OCR,Executive Condominium,2025,7,1349.0,"URA Private Residential — District 20 | Executive Condominium | OCR | 2025
Transactions: 7
Median transacted price: SGD 1,900,000
Median price per sqft (PSF): SGD 1,349
Median area: 1389 sqft
Resale share: 100%
"
ura_d20_executive_condominium_2021,ura_transaction,20,RCR,Executive Condominium,2021,3,1277.0,"URA Private Residential — District 20 | Executive Condominium | RCR | 2021
Transactions: 3
Median transacted price: SGD 1,760,000
Median price per sqft (PSF): SGD 1,277
Median area: 1399 sqft
Resale share: 100%
"
ura_d20_executive_condominium_2022,ura_transaction,20,RCR,Executive Condominium,2022,5,1364.0,"URA Private Residential — District 20 | Executive Condominium | RCR | 2022
Transactions: 5
Median transacted price: SGD 1,880,000
Median price per sqft (PSF): SGD 1,364
Median area: 1378 sqft
Resale share: 100%
"
